	Log2.Ratio.H.L.normalized.SNA.vs.Sham_Rep1	Log2.Ratio.H.L.normalized.SNA.vs.Sham_Rep2	Log2.Ratio.H.L.normalized.SNA.vs.Sham_Rep3	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep1	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep2	Log2.Ratio.H.L.normalized.DCA vs Lam_Rep3	Log2.Ratio.H.L.normalized.Central.vs.Peripheral_Rep1	Log2.Ratio.H.L.normalized.Central.vs.Peripheral_Rep2	Log2.Ratio.H.L.normalized.Central.vs.Peripheral_Rep3
Gpm6b	-0.61323319	0.161694235	0.511468039	-0.016555782	-0.137092414	-0.01337791	2.338852239	1.239703535	-0.34481306
Rps24	-1.526244254	-0.402435455	0.40294042	-0.207028071	-0.099710869	0.306495572	NA	-0.095157561	NA
Cops7a	0.177471364	-0.316079019	-0.077771699	0.055473336	0.074642438	0.178746506	-0.503466067	-1.339637221	-0.869728045
Map7d2	-0.016555782	-0.089789258	0.359408719	-0.045744121	0.135666197	-0.323407616	1.738508453	1.734612083	1.512934784
Fam98a	NA	NA	NA	NA	-0.181738414	NA	NA	0.14834845	NA
Sms	0.21685836	0.055195654	-0.356938088	NA	-0.852094202	-0.08259116	-1.269825259	-0.72475451	-0.768960884
Steap3	-0.854518178	-0.776429172	-0.417077951	NA	NA	NA	NA	-2.988504361	-2.530405717
Evi5	-0.136822732	-0.116551223	NA	NA	NA	0.071762669	NA	-0.455336575	-0.46873084
Cadps	NA	-1.786571836	NA	NA	NA	NA	NA	NA	NA
Cntf	-0.206894852	-0.079950664	-0.132040296	-0.4042863	-0.17948198	0.099093179	-1.444026825	-1.470448881	-2.232497741
Art3	-1.013246863	0.500088176	0.195095577	-0.080804862	0.084336446	-0.151105696	0.243303487	0.552377071	0.641083553
Afm	1.602599404	0.115033243	-0.010236081	NA	NA	NA	NA	-4.221327144	-3.385231743
Sh3bgrl2	0.104068226	-0.073818358	0.105678078	0.432852537	0.403594951	0.072860402	0.67644796	1.234991741	0.883308003
Drp2	-0.071587984	-0.474151617	0.524966332	-0.156787943	-0.116003897	-0.32088252	1.075464174	1.425244442	1.775682702
Ubr2	0.015782997	0.599889045	NA	NA	NA	NA	NA	NA	NA
Agfg1	-0.070072691	0.276198865	0.29713271	-0.111492471	0.065848003	-0.086660565	-0.31059348	0.190551652	0.746140751
Sf1	0.129876461	0.547844628	0.316377482	-0.375477942	-0.150561119	-0.023181813	0.256769143	-0.04375001	0.612871445
Wdfy1	0.221444053	0.068602027	-0.455099225	NA	NA	NA	NA	-1.096375513	-2.509224518
Copg1	-0.22902722	-0.241151065	-0.26491113	-0.036481486	-0.134413697	0.19181529	-0.847933429	-0.282105373	-0.300945934
Cnbp	0.360982241	-0.094911012	-0.481263452	0.474150461	0.029134804	-0.110308415	NA	-1.230228261	-0.376938501
Pin4	NA	0.832039333	NA	0.443606651	0.345850517	-0.316366419	NA	1.95746891	1.861280493
Myg1	-0.209945318	0.143393419	-0.297058821	NA	-0.270730032	NA	-1.241236326	-0.860425728	-1.69717211
Rpl9	-1.392212831	-0.758672323	-0.055486343	-0.112755497	0.227001675	-0.101288582	0.680324357	0.783666181	0.612116552
Ppp1r18	NA	NA	NA	NA	-0.015126331	NA	NA	-0.096853725	NA
Gspt2	NA	0.361319202	NA	NA	0.08719125	0.067914014	NA	NA	NA
Dctn1	-0.108658589	-0.093170961	0.575118667	0.070251922	0.345282818	-0.196062126	-0.353818906	0.164528861	-0.072300722
Wdr5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dmd	-0.501626572	-0.083446923	-0.268851523	0.426103701	0.230694897	-0.061224923	2.207361892	2.56152166	3.072140109
Lsm2	-0.047383141	0.127104965	0.090040415	NA	0.262192588	0.501923147	-0.593702801	0.290896181	-0.440185177
Map2	0.328721595	0.037733627	-0.148097079	NA	0.094911647	-0.022111983	NA	1.654023021	NA
Tmsb15a	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pls3	-0.91803325	-1.871337063	-1.150625176	0.2282338	-0.051159969	-0.073120047	-3.308430103	-4.441751961	-4.574669609
Cpeb4	NA	NA	NA	NA	NA	-0.0957587	NA	1.027720258	NA
Snca	-0.673485662	-0.71577017	-0.546329665	NA	0.075327251	-0.417906504	-1.595532803	-1.358897945	-1.879860431
Add1	NA	NA	0.932892674	NA	NA	NA	NA	NA	NA
Rps28	-0.220160376	NA	0.062674363	NA	NA	NA	NA	0.145351386	-0.213320006
Rab11a	0.079429315	0.358283723	0.266516713	-0.093078627	-0.053149388	0.13422094	0.008917095	0.046002047	0.38272258
Pcnp	-0.247302781	0.357045213	-0.13072869	NA	0.036468167	0.23572706	NA	0.897627674	1.493801022
Zfp185	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zpr1	0.212880566	0.316956668	0.169283661	NA	NA	NA	NA	-0.810991486	-0.522840789
Cntnap2	0.351289098	0.772223506	0.593019056	-0.077041036	-0.025015558	0.16542962	1.179192539	0.292546188	0.39988201
Ephb6	NA	NA	NA	NA	-0.652130283	NA	NA	NA	NA
Gsk3b	-0.530822524	-0.040600765	-0.028278046	0.295017665	0.001441974	0.127897364	3.268539193	0.937721026	2.530145673
Fstl1	NA	1.56963691	NA	NA	NA	NA	NA	NA	0.612965779
Thy1	-0.627181594	-0.310235673	0.073546061	-0.165612385	0.010493419	0.374288339	0.230080016	-0.252707136	-0.347508916
Rps10	-0.693341117	0.435628594	0.652968269	0.352080514	-0.218665468	0.27596058	1.351571796	0.659102536	0.956205376
Fam234a	0.126972856	-0.086675885	0.263875733	NA	-0.036259557	0.283566239	NA	0.122341408	0.084336446
Sema4c	NA	NA	NA	NA	NA	-0.026337299	NA	NA	NA
Cald1	-0.24331826	0.809249791	0.194213156	0.42739163	0.286526343	0.140255134	NA	-0.241065808	-0.10166006
Ubxn7	-0.328326187	NA	NA	NA	NA	NA	NA	NA	NA
Apod	NA	NA	NA	-0.550232635	-0.342177097	-0.518370393	-0.070905905	0.132774233	0.232046713
Tceb1	0.025595836	0.587749018	0.070389328	0.09423607	0.250719083	-0.172847614	-1.179155253	-0.344135304	-0.20528055
Slc12a2	0.197362184	0.638305577	0.572016513	-0.282807252	1.070251922	-0.210629641	NA	0.250719083	0.765449879
Steap4	-0.108643033	-0.03586017	0.378844514	NA	0.528471302	0.411426246	NA	-0.606386108	0.326767425
Eif4g1	-0.31830787	-0.451089953	-0.179547335	NA	0.25386828	0.275603079	-0.29769708	-0.14397842	-0.319045586
Col28a1	-0.048098934	1.964953053	0.909427507	0.90812117	-0.118570303	0.323543009	1.036819795	-0.328905946	-0.376002075
Dync1i1	0.451962766	0.397255346	0.803392379	0.361880627	0.335826224	0.565694652	0.659467937	1.259061529	1.245495663
Sgce	0.152767519	0.281549893	0.088820033	-0.072224882	-0.048397286	-0.089512924	0.730313886	-0.280615013	0.672742134
Tango2	0.631244004	NA	NA	NA	NA	NA	-1.647874276	-0.580396391	0.496615738
Ranbp1	-0.155437587	0.189413431	-0.028130928	0.091530593	0.062950609	0.152118504	-1.56247395	3.702325087	-2.900556662
Gripap1	NA	NA	NA	-0.164512437	NA	NA	NA	NA	NA
Ube2v2	0.37784561	0.061845307	-0.18229489	-0.265483294	0.164657575	-0.163429485	NA	-0.485660563	-0.814285659
Tpgs2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dtna	0.028569152	NA	0.617392528	NA	0.072586047	0.018634174	NA	1.485787456	1.40740714
Arl1	NA	-0.012402629	0.202511756	NA	NA	NA	NA	-0.266558883	NA
Cstf1	NA	NA	NA	NA	0.416623592	0.509138416	NA	2.829342194	NA
Ctu2	NA	-0.339874574	-0.531593936	NA	NA	NA	NA	NA	NA
Ahr	NA	NA	-0.911614129	NA	NA	NA	NA	-1.106497992	NA
Klkb1	0.619929424	0.534260856	0.324695414	NA	0.003026483	-0.57078577	NA	-0.659061796	-1.597321476
Wbp11	NA	NA	0.815329494	NA	-0.273238522	0.085696581	NA	1.186754085	NA
Nck1	-0.4392068	0.267356012	-0.243010901	NA	0.033370138	0.051163253	NA	1.786136299	0.399444565
Cfl1	-0.019433562	-0.044687197	-0.266073034	0.026870865	-0.183277429	0.169796756	-0.729889724	-0.817333125	-0.652992068
Renbp	-0.026131615	-0.096113335	-0.402111325	NA	-0.300004256	-0.35812108	NA	-2.047338416	-1.577982343
Palld	-0.182655076	NA	0.408711861	NA	NA	NA	NA	NA	-1.693854441
Smarcb1	NA	NA	NA	NA	0.212756083	-0.09195571	NA	NA	NA
Eml2	-0.307483529	-0.108005405	-0.370433549	-1.124377187	-0.180021241	0.062812492	-0.874296005	-0.852172332	-1.313979144
Tpr	0.528571319	-0.236248508	0.839959587	NA	0.295252823	-0.23689442	0.783330924	0.283447708	0.031395196
Ube4a	0.106750315	-0.326136075	-0.062746015	NA	NA	NA	NA	NA	NA
Reep1	0.097475959	0.062950609	0.915406169	-0.060683139	0.546956178	-1.78150399	0.06681251	1.214560036	NA
Insc	NA	2.275185883	NA	NA	NA	NA	NA	NA	-0.898000385
Samd9l	-1.049875037	NA	NA	NA	NA	NA	NA	NA	NA
Mybpc1	-1.660087304	0.682932803	NA	0.584481522	0.849759124	0.112233058	2.022474347	3.368628682	3.063416654
Dpysl3	-0.016088867	-0.276048328	-0.245369	0.06502077	0.163498732	0.051024003	-0.451701486	0.465399883	1.774080691
Rasa3	-1.075793674	NA	NA	NA	NA	0.191436315	NA	0.768163147	NA
Atp5f1	-1.343146718	NA	NA	NA	0.143001506	0.073683154	NA	1.196166363	0.652876515
Msn	0.143393419	-0.20904451	0.12498977	0.039840265	0.06681251	0.202135581	-0.490395359	-0.15727052	-0.162783333
Spock2	1.627279977	1.218285205	1.813237353	NA	NA	NA	NA	NA	NA
Fgf13	0.247684513	0.785676089	0.754203396	0.319155458	-0.031562674	0.049351959	1.537345771	1.71365183	1.409961112
Tbc1d10b	-0.988905165	-0.563369068	NA	0.332851122	-0.008101798	0.337425664	NA	2.234501321	1.490724147
4933427I04Rik	-0.414614371	-1.032565754	0.644317778	0.119156942	0.16774328	0.207518077	-0.033288995	0.074094354	0.201131967
Vps29	0.079975377	0.53037044	0.214870834	-0.237523612	-0.14963261	0.060462488	-0.141016432	0.130271955	0.06060083
Sacs	0.378511623	-0.116050803	0.324004081	NA	-0.229805245	0.597221268	NA	1.731052872	NA
Rab4a	0.155619721	0.113300436	0.382390583	-0.490557507	NA	NA	NA	-0.338104497	0.214995135
R3hcc1	NA	NA	NA	NA	NA	NA	NA	NA	-1.46609782
Ogt	0.309409049	NA	0.314174451	NA	0.076011739	-0.088576851	NA	NA	-0.319207575
Cdh13	0.489542936	0.174278571	NA	NA	NA	NA	NA	NA	NA
Otud6b	-0.01187887	0.527070336	0.055334502	-0.476638781	0.081748651	0.181802255	2.163917311	0.627233276	2.753390598
2610002M06Rik	-0.652561111	0.650213105	0.193582525	0.395172506	-0.748456616	-0.776330329	NA	1.597650351	1.079224489
Dmxl1	-0.484267366	-1.24649815	-0.280877905	NA	NA	0.111432005	NA	-0.145190447	-0.018775695
Afap1l2	NA	NA	-0.344171932	NA	NA	NA	NA	-1.677010472	NA
Pdcd5	-0.055216501	0.942608336	-0.410562474	-0.139728432	-0.131439654	-0.260929607	-1.255425535	0.077242999	-1.028704772
Arhgef1	0.268314613	0.415326009	NA	NA	0.59636272	NA	NA	NA	NA
Kif2a	-0.225801206	0.05088474	0.520045024	0.3305584	-0.029175789	-0.276957013	NA	0.361431504	-0.017972043
Usp5	0.210139457	0.041523362	-0.148320909	-0.510970936	-0.115050483	-0.020179508	-1.11023055	-0.424668304	-0.056896339
Golim4	NA	NA	NA	NA	0.687419077	NA	NA	1.205705292	1.862669589
Ankrd29	NA	NA	NA	NA	0.707966455	0.01678155	0.308943288	-0.93820998	NA
0610037L13Rik	0.305328532	0.099093179	-0.321747769	0.01720929	0.128425389	0.0528332	0.522758841	-1.062956986	-0.770018389
Lgals3	0.913033	1.310398293	0.936289295	-0.09321713	0.346985247	0.664118707	-1.227016448	-0.510518719	-1.163526432
Mllt4	NA	NA	-0.123072527	NA	NA	NA	NA	NA	NA
Ttc38	-0.191837395	-0.126958545	-0.096745728	NA	-0.2612581	-0.21819548	0.074916402	2.647130275	2.150592169
Ahnak2	-0.108159842	-1.002963709	-0.040677388	0.229241179	-0.244303221	-0.270548919	-0.22078429	-0.361366393	-0.484175831
Khk	NA	0.381726359	-0.688124924	NA	-0.882411335	-0.290603482	NA	-1.011617061	NA
Arpc4	0.089633736	0.28853575	0.241352086	0.163369914	-0.020062471	0.058247217	0.339821505	0.562376764	0.337768171
Bola2	NA	0.070938821	-0.258684033	NA	NA	NA	NA	-1.106497992	-1.807376563
Fsd1l	-0.107150493	-0.210395934	0.033370138	0.247319935	0.267715562	0.042644337	-0.123622541	0.967758848	0.913569218
Dsp	1.575118667	-0.913080393	NA	NA	NA	NA	NA	NA	NA
Txnl4a	-0.556690405	NA	0.535157156	NA	NA	NA	NA	NA	NA
Dcun1d1	-0.026454846	0.217602977	0.024319679	-0.00106799	-0.032182141	0.12035194	-0.399977696	1.422125333	-1.429303925
Btf3	0.640805996	0.60767356	0.348119084	NA	0.168256923	0.195725548	NA	-0.849102434	-0.376451484
Aamdc	0.272142662	-0.432999803	-0.527034009	-0.229061039	0.108892402	-0.299986495	-1.547973954	-1.068634636	-1.3856388
Ptgr2	0.144307467	0.010493419	-0.561621973	NA	1.631104282	-0.10688635	-2.236571428	-2.560217311	-1.16045958
Rpl13a-ps1	-0.617476609	NA	-0.270730032	-0.583268329	-0.527761797	-0.4526094	1.908198046	NA	1.211510663
Pitpna	0.470823163	0.119555385	-0.242362245	-0.34086092	-0.051593518	-0.032373935	-0.429789684	1.48362233	1.630079244
AU022252	-0.117693456	0.060877473	-0.149104587	NA	NA	NA	NA	NA	NA
Fam129a	-0.077041036	0.248777694	-0.216283537	NA	0.211136827	-0.120513791	-1.750008632	-1.676318654	-1.428061126
Slain2	NA	NA	NA	NA	0.062398064	NA	NA	NA	NA
Sptbn5	NA	-1.982163588	NA	NA	NA	NA	NA	NA	NA
Satb2	NA	NA	NA	0.747000624	0.29419431	0.146394549	NA	NA	0.003890027
Myo5a	-0.750227018	-2.32582864	-1.329812287	NA	NA	NA	NA	NA	NA
Tcp1	-0.214290436	0.612022163	0.11516645	0.263995882	0.123401336	0.076559095	0.991753112	1.271246374	1.454228545
Lcp1	1.890096434	-2.619270551	0.117695043	-0.351957994	-0.012460836	0.098823768	-2.946193556	3.161887682	-0.897543423
Wipf3	NA	NA	NA	NA	NA	-0.143516204	NA	NA	0.546956178
Eef1d	0.389456678	0.718350665	0.249506021	-0.29516344	0.21238257	-0.173107849	0.378289653	0.671836829	-1.429031971
Eef1b2	0.283566239	0.849759124	0.545671894	-0.724682985	-0.59957137	0.601506363	0.706110557	0.860525852	0.882290891
Wdr54	0.275126274	0.063640993	NA	NA	NA	NA	-0.09200184	NA	NA
Pter	-0.334097918	-0.36970637	-0.438913416	NA	NA	-0.447642604	-2.220950447	-2.823677227	-2.555884252
Nme1	0.512682003	-0.040986624	-0.254306586	-0.028999139	0.229710962	-0.232192678	-0.957411691	-0.404935612	-0.469709473
Srsf3	-0.147729434	-0.421244805	-0.027895571	NA	0.319386715	-0.970808643	NA	0.852558223	0.155360663
Sf3a2	1.118559071	1.452173687	0.95746891	NA	-0.451247743	0.175301034	NA	1.298775603	3.330128109
Paip1	NA	NA	-0.102217455	NA	-0.077330212	0.003170443	NA	NA	-0.902658891
Ap3m1	NA	NA	NA	NA	-0.288469852	0.308943288	NA	NA	NA
Erp29	0.330443668	0.524063676	0.691980751	-0.012853796	0.124857467	-0.187197865	1.109895411	1.032100843	0.443500567
Mthfsd	-0.192430751	-0.145062818	0.009633819	0.471551666	1.466705419	-0.230177492	1.197362184	0.324695414	0.720190894
Fam98c	NA	NA	NA	NA	0.287590496	NA	NA	NA	NA
Cfb	0.877508689	-0.119604414	0.078609835	-0.140825544	0.191941593	-0.361583201	-1.602481773	-1.767339243	-2.151938975
Akap13	NA	NA	NA	-0.322415087	NA	-0.410236513	-0.402244781	NA	NA
Snrpa1	-0.26359428	0.746484762	0.326077085	0.052415894	-0.286990508	0.351062899	-0.59220132	-2.317750334	2.668936027
Gm5160	0.19181529	-0.147234061	-0.207127993	-0.146291723	0.092072095	-0.189022283	-0.686220131	-0.526618295	-0.70256204
Copa	-1.663465234	-1.848193126	1.714838962	NA	-0.450991343	0.718789028	NA	-1.228300315	-0.686870265
Ufm1	0.101784524	0.023894043	-0.184686903	NA	0.571434116	-0.296101962	-2.058472964	-0.987502837	-1.491632201
Ankfy1	0.25592366	0.190045887	-0.293641852	NA	-0.206012587	NA	-1.471288669	-0.882836925	NA
Mapre2	0.067914014	0.593210331	0.111432005	-0.119196948	0.726220885	-0.044568155	-0.010366854	-1.363456579	-0.815707009
Yjefn3	-0.793681857	0.987975661	-0.117818687	-0.624888262	0.468843943	0.469885976	0.339593501	-0.443359683	-0.527304287
Tnfaip8	-0.014689027	NA	-0.734251074	NA	NA	NA	NA	NA	NA
Srsf6	-0.75233979	NA	0.74278234	NA	0.461738086	0.108758614	NA	-0.564947532	NA
Saa1	NA	NA	NA	NA	0.624615633	0.159500022	NA	4.274485318	4.773416178
Reps1	0.137634672	0.340619235	0.125783332	NA	0.09071796	-0.279511385	NA	-0.027557312	0.498046578
Becn1	NA	-0.141589245	-0.580094414	NA	NA	-0.250251221	NA	-0.071072606	NA
Phb	NA	NA	NA	0.32308179	NA	NA	0.217851097	2.286851584	NA
Plekhd1	-0.330864356	0.006333934	0.578600636	NA	0.247927513	-0.051354303	1.376512661	1.82248543	2.339393968
l7Rn6	-0.134144515	0.052276765	-0.595554603	NA	NA	0.666938337	NA	-0.828434465	NA
Vta1	-0.235178291	0.033933911	-0.160153253	NA	-0.254478675	-0.227844074	NA	-0.511423295	-0.377088386
Pfdn2	0.061983516	0.339935493	0.172999473	-0.098443761	0.061983516	0.08719125	-1.085466091	-0.355719143	-0.560302403
Stat3	0.216361735	-0.150288908	-0.107197112	-0.53518538	0.033229161	0.077789889	-1.352142135	-0.683182315	-0.549240069
Ggct	-0.007043089	-0.767216466	-0.549556771	NA	-2.279213725	0.227371423	-0.421167531	-1.024589921	-0.953103883
Ubl4a	-0.20541362	0.09895848	0.15885403	0.119422583	-0.374149743	-0.007840675	NA	0.236094579	0.279530726
Rps20	-0.385789591	0.084744621	0.441802155	0.186120184	-0.069209686	-0.047949781	0.718526026	0.734655433	0.44148348
Ppat	NA	NA	NA	NA	NA	0.247319935	NA	-1.036318735	-0.319819695
Strn	NA	NA	NA	-0.278793605	-0.04048206	-0.137028955	NA	NA	NA
Fbxo7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hadha	-1.441830345	NA	NA	NA	NA	NA	NA	0.381837084	NA
Raph1	-0.395416231	NA	NA	NA	NA	NA	NA	NA	NA
Epb41l1	0.266756562	0.145873062	0.373509016	NA	-0.097332095	-0.369426783	NA	NA	0.477988108
Ctsd	1.113833829	0.792522224	0.07299756	-0.560089682	-0.007971231	0.114900024	0.171975377	0.599222563	0.496411216
Ide	0.016211033	-0.020545308	-0.569950288	NA	0.191183609	0.010493419	NA	3.333996118	0.862193478
Snapin	-0.071102917	NA	0.036749476	NA	NA	NA	-1.736004118	-0.168284868	-1.060938956
Ube2k	0.141955886	-0.009379085	-0.312061417	-0.215697045	-0.32928654	-0.279879167	-1.336974244	-0.682209712	-0.407937702
Mri1	-0.089466874	0.006477564	-0.123088239	NA	-1.104139024	-0.05827767	-0.494596824	-0.956347529	-1.26174233
Dusp15	-0.270503786	-0.602131338	-0.143404657	-0.37250522	-0.165094658	0.139731422	0.914794112	1.556502989	0.997111721
Serf1	NA	NA	NA	NA	NA	NA	NA	1.494108349	NA
Ccdc6	NA	-0.00736207	NA	NA	0.164142649	0.035060797	NA	2.394870793	0.331590576
Rpl27a	-0.550634079	-0.260341965	-0.446796801	-0.05090588	-0.449572105	-0.424455308	1.971000861	0.872237774	0.722815726
Asl	0.018064389	-0.068558988	-0.198990382	-0.220580573	0.048096653	-0.130618127	-1.495288092	-1.098999915	1.899639694
Ubl5	NA	NA	NA	NA	NA	-0.771741569	NA	0.036327492	-0.526639077
Pcmt1	0.176195095	-0.027307346	-0.188759161	-0.25732112	-0.089344079	-0.242788959	-0.913732545	0.076969476	0.631523406
Osgep	NA	NA	-0.361509058	NA	NA	0.389787054	NA	NA	NA
Usp7	NA	NA	-0.507418687	NA	NA	0.308826824	NA	-0.750105688	-0.794582462
Mob4	0.172231469	-0.017504669	0.372729271	-0.260825888	-0.026072854	0.053667449	1.593688409	2.873911605	2.236645681
Wdr26	NA	NA	NA	NA	NA	NA	NA	-0.732068751	NA
Parp4	-0.807174596	NA	-0.000952493	NA	NA	-0.026734058	NA	NA	NA
Eif4g2	-1.451267468	NA	NA	0.552967211	-0.426838791	0.546956178	1.156655489	0.514602026	0.806365306
Commd2	0.718789028	NA	-0.023137832	NA	NA	0.325501549	NA	-0.287166541	-0.264304536
Bud31	0.041523362	0.706906234	0.022900402	0.444136957	-0.19947072	-0.156948784	1.762901548	1.002162421	1.17951105
Exoc6b	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cul2	-0.355294601	-0.448567655	-0.284545873	0.199499604	-0.103999469	0.547943311	NA	0.084744621	0.14912927
Tyw5	NA	NA	NA	NA	0.544089667	NA	NA	NA	0.571531198
Exoc5	NA	NA	NA	NA	NA	-0.010468575	NA	NA	NA
Ciapin1	0.313942357	0.321119959	-0.104961121	NA	0.339251427	0.038436182	-1.788514256	2.316377482	-3.090004222
Txndc9	0.093560176	0.505382849	0.181802255	NA	0.146915848	-0.005217552	-0.121141282	-1.264061971	-1.605288317
Usf2	NA	NA	NA	NA	0.617110375	NA	NA	NA	NA
Psma3	0.401630467	0.409798228	0.334225008	-0.073787989	-0.133590476	0.195599575	-0.878268404	-3.634526935	-3.544830359
Hint3	0.271903706	0.409146506	0.205517633	-0.318343847	-0.178126547	0.054362288	0.605778768	1.317535622	0.788685711
Trove2	NA	NA	NA	NA	NA	NA	NA	NA	-0.72508834
AI837181	0.199625236	-0.18632756	-0.322324891	-0.206312163	0.276675317	0.300650908	-1.200746876	0.544386466	-1.721325304
Pdcd10	-0.113285986	0.660381035	0.470927257	-0.136077403	0.024177814	0.226015216	0.249870047	3.144437998	0.443182267
Matr3	0.005328121	-0.366373498	0.119820952	NA	0.247076832	0.032665112	NA	3.347665656	1.639973004
Ubl7	NA	NA	NA	NA	-0.731565606	NA	NA	1.558316621	-0.365759898
Ptbp1	0.313361959	-0.052042155	0.485220713	0.243059706	-0.246977451	0.253505262	1.058870606	0.102859658	0.647728951
Ppfia2	-0.788265082	NA	NA	NA	NA	NA	NA	NA	NA
Rps13	-1.349529523	-0.699723958	-0.027836738	-0.056551212	-0.163381013	0.021621858	0.289598422	0.506094112	0.38327574
Acot2	-0.6049372	-0.683946964	-0.852953857	-0.006289413	-0.19817914	-0.010381385	-1.052087026	2.78263921	-1.868489534
Itih1	0.148088083	0.154194325	-0.445853233	NA	-0.425036282	-0.078274245	-1.532324029	-4.60510397	-1.87630732
Arih1	0.138552375	0.31823006	-0.379113353	NA	0.109828565	0.00273852	NA	-0.694391292	-2.504059293
Ggps1	0.046700587	0.268075023	-0.200232963	-0.407841998	-0.305681398	-0.037576837	-2.009262921	3.215694126	-2.158171761
Dip2c	-1.255115585	-1.363270987	-0.671140563	NA	NA	NA	NA	NA	NA
Tnik	-0.864333803	-0.462057909	-0.021394322	NA	NA	0.087598618	NA	-0.40608217	-0.238884966
Eif4a1	0.236339539	0.654160541	0.123268887	-0.294809439	0.570948605	-0.508034057	0.405121035	-3.940866266	0.57104572
Csnk1a1	-0.33595413	0.272978695	0.532466583	0.615792931	0.095181789	0.263274835	NA	-0.073681705	0.071899932
Mapk10	NA	NA	NA	NA	0.077653186	0.012068023	NA	NA	0.930396727
Mvp	0.086376168	0.584866318	0.519642543	0.047817548	0.092207438	-0.267756854	1.155231116	1.052485453	0.894681974
Idh3a	0.421155961	NA	0.491699201	0.073546061	1.012425648	-0.363827833	NA	2.379870446	NA
Guk1	0.337882322	-0.029543878	-0.293164475	NA	0.074094354	0.058247217	NA	-1.45118857	-1.163203299
7-Sep	-0.648665667	0.347098671	0.336511916	0.941331714	0.341188772	-0.119651437	-1.589789167	-2.995966099	-2.656626291
Endod1	0.419538892	-0.326099903	1.111432005	-0.334534459	-0.054647001	-0.089129214	NA	0.89219671	1.424760884
Eif4b	0.131852846	0.563841479	0.011638756	NA	0.493544866	0.632175135	NA	-0.195450755	-0.137758903
Pafah1b2	-0.016205581	-0.140348436	-0.241782116	0.10353121	-0.168836178	0.082975027	-0.160830484	-3.471784773	-3.064072631
G3bp2	0.230694897	0.386810946	0.764940573	NA	0.051580921	-0.27858359	NA	1.264296212	1.69238256
Iqgap3	-0.598981252	-0.796460531	-0.914684128	NA	0.187894405	0.166458372	-1.673416634	-1.048531564	-1.410044805
Snrpe	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ddx6	-0.2927226	-0.241509195	0.455018097	1.715454127	1.324349789	0.051720116	0.997978812	0.680054248	1.096666669
Ifrd1	0.149259365	NA	NA	NA	NA	NA	NA	NA	NA
Rab12	-0.6314663	NA	NA	NA	NA	NA	NA	NA	-0.665385962
Pklr	0.671927385	-0.355571462	0.008343459	0.199248307	0.317304068	-0.07258895	-1.004624027	0.062121712	-0.896307664
Myl6	4.178714641	2.297074	2.6079339	1.400701863	0.420832692	-0.412231783	-1.260393807	-0.193469711	-0.645841261
10-Sep	NA	NA	NA	NA	NA	-0.120686324	NA	NA	NA
Pfdn5	0.207518077	0.352532557	-0.051279556	NA	-0.192249422	-0.541009126	-1.960047468	-1.020106359	-1.040229845
Tbck	NA	NA	0.523060062	NA	0.010350188	0.241962182	NA	NA	0.390667686
Gstp2	-0.062173534	-0.496814118	-0.621754745	0.07819992	0.013497992	0.025879273	-1.694227881	-0.815046922	-0.849960307
Bcar1	NA	NA	NA	NA	-0.190552627	NA	NA	NA	NA
Eps15l1	0.035342381	0.337539842	0.268554164	NA	0.547252389	-0.216283537	NA	0.357045213	0.800413313
Psma2	0.048236186	0.219586745	0.164528861	0.266156864	-0.121345275	0.150429698	0.004753055	0.028286243	0.542307584
Pym1	NA	NA	NA	NA	-0.489463359	-0.557688112	NA	0.348232419	2.871863357
Sh3glb1	-1.206894852	0.16748639	-0.271252275	NA	-0.400225187	-0.155100195	-1.289298243	-0.9033873	-0.447426189
Ctif	NA	NA	NA	NA	NA	NA	NA	NA	-0.983931631
Mybpc3	1.243120655	-1.524749061	-0.74852933	NA	0.211759833	0.716595882	NA	1.042083959	0.76366652
St13	-0.196706824	0.191183609	-0.213938998	-0.128187886	0.123003954	0.507617067	-2.452293539	-1.625711661	-1.05835278
Ctbp2	-0.035357396	0.184089827	NA	NA	-0.292846311	0.012926174	NA	-2.911695549	NA
Cul3	-0.926234597	-1.267044896	-0.541680997	0.788435148	-0.383322367	0.692248636	0.206518202	-0.107368059	0.144699025
Tpi1	0.346531462	-0.344373399	-0.297945368	-0.003755892	0.000721167	-0.334498076	-1.029529152	1.549472034	2.690484144
Mms19	0.195725548	-0.381629769	-0.040526574	NA	-0.072331059	0.194465332	-0.985901844	-0.128897598	-0.513543044
